"","State","year","tot_pop","incar_rate","tot_crime_rate","violent_crime_rate","prop_crime_rate","pov_rate","non_white_rate","spending_rate"
"226","Michigan",1984,8962000,162.95469761214,6638.67440303504,769.683106449453,5868.99129658558,16700,13719.9657516561,25400000
"227","Minnesota",1984,4164000,52.0413064361191,3839.67339097022,211.383285302594,3628.29010566763,9100,3808.07246511978,19600000
"228","Mississippi",1984,2504000,244.209265175719,3174.72044728435,292.571884984026,2882.14856230032,25100,34284.4192677638,13200000
"229","Missouri",1984,4958000,176.885841064946,4340.338846309,465.328761597418,3875.01008471158,14500,9204.67828135675,20200000
"230","Montana",1984,836000,115.311004784689,4585.88516746411,234.210526315789,4351.67464114833,13800,5748.28872823816,17200000
"231","National",1984,233206000,198.108968036843,5094.96110734715,545.990240388326,4548.97086695883,14394.9984134199,279.531937982509,38975000
"232","Nebraska",1984,1608000,102.922885572139,3492.10199004975,225.559701492537,3266.54228855721,13300,4093.06082944932,16700000
"233","Nevada",1984,962000,362.577962577963,6213.20166320166,595.218295218295,5617.98336798337,10500,12467.3478078487,33900000
"234","New Hampshire",1984,958000,60.6471816283925,3199.89561586639,136.534446764092,3063.3611691023,7100,1447.32454019887,1.8e+07
"235","New Jersey",1984,7511000,137.97097590201,4858.07482359207,528.012248701904,4330.06257489016,10100,14578.9928463671,27500000
"236","New Mexico",1984,1437000,148.155880306193,6186.91718858733,681.837160751566,5505.08002783577,19500,16342.105427073,22700000
"237","New York",1984,17560000,188.547835990888,5632.83599088838,923.445330296128,4709.39066059226,16000,17340.6636008209,33900000
"238","North Carolina",1984,5900000,277.474576271186,4225.79661016949,421.779661016949,3804.01694915254,14600,25099.0194897346,16300000
"239","North Dakota",1984,683000,63.2503660322108,2594.72913616398,53.8799414348463,2540.84919472914,15400,4231.74639284889,14600000
"240","Ohio",1984,10620000,175.320150659134,4326.18644067797,390.112994350283,3936.07344632768,13500,11601.631119816,20400000
"241","Oklahoma",1984,3200000,246,5042.34375,419.9375,4622.40625,13300,11550.4509271322,16300000
"242","Oregon",1984,2593000,162.900115696105,6438.71962977246,521.905129193984,5916.81450057848,12800,4219.37290161979,23300000
"243","Pennsylvania",1984,11720000,111.689419795222,3106.7747440273,325.546075085324,2781.22866894198,15600,9984.54012031904,18400000
"244","Rhode Island",1984,946000,129.06976744186,4854.75687103594,340.380549682875,4514.37632135307,12800,5499.33896804491,22600000
"245","South Carolina",1984,3258000,303.621853898097,4723.05095150399,632.504604051565,4090.54634745242,17200,34782.2556674419,14100000
"246","South Dakota",1984,691000,133.28509406657,2669.17510853835,150.651230101302,2518.52387843705,14500,5760.09844889378,15300000
"247","Tennessee",1984,4603000,158.74429719748,3985.92222463611,456.44145122746,3529.48077340865,17400,17903.2826089451,14600000
"248","Texas",1984,15640000,234.539641943734,6164.50127877238,516.221227621483,5648.28005115089,15700,12784.8980834785,18700000
"249","Utah",1984,1647000,91.317547055252,4780.69216757741,244.990892531876,4535.70127504554,11100,5187.45645648812,19500000
"250","Vermont",1984,514000,97.4708171206226,4091.43968871595,149.610894941634,3941.82879377432,12600,1342.88668665511,15800000
"251","Virginia",1984,5563000,194.840913176344,3833.20150997663,299.478698543951,3533.72281143268,10000,19557.1009667223,18300000
"252","Washington",1984,4242000,160.796793965111,6255.61056105611,416.690240452617,5838.92032060349,11300,7864.80548536571,21600000
"253","West Virginia",1984,1922000,82.1540062434964,2372.32049947971,170.811654526535,2201.50884495317,20400,2695.65877747712,1.1e+07
"254","Wisconsin",1984,4698000,105.874840357599,4232.67347807578,199.382716049383,4033.29076202639,15500,4277.33909849936,25300000
"255","Wyoming",1984,488000,148.360655737705,3856.35245901639,253.483606557377,3602.86885245902,10900,2107.26415006445,38200000
"256","Alabama",1985,3981000,276.689274051746,3981.73825671942,462.145189650841,3519.59306706858,20600,21390.3967617201,15400000
"257","Alaska",1985,510000,456.666666666667,6003.72549019608,594.313725490196,5409.41176470588,8700,21910.2497480766,65700000
"258","Arizona",1985,3227000,264.36318562132,7027.98264642082,595.041834521227,6432.9408118996,10700,6639.07340726186,30200000
"259","Arkansas",1985,2364000,195.05076142132,3577.45346869712,346.827411167513,3230.62605752961,22900,20910.5956175413,13500000
"260","California",1985,26460000,189.561602418745,6494.60695389267,762.520786092215,5732.08616780045,13600,15887.3129827388,32600000
"261","Colorado",1985,3176000,106.612090680101,7038.88539042821,479.18765743073,6559.69773299748,10200,5787.29531214358,2.6e+07
"262","Connecticut",1985,3111000,197.653487624558,4800.06428801029,410.093217614915,4389.97107039537,7600,9372.01520243198,23800000
"263","Delaware",1985,624000,409.134615384615,4945.35256410256,431.891025641026,4513.46153846154,11400,17492.9327358619,24600000
"264","Florida",1985,11540000,247.833622183709,7460.04332755633,926.958405545927,6533.0849220104,13400,19178.9125247927,27900000
"265","Georgia",1985,5867000,277.177433100392,5205.0622123743,516.635418442134,4688.42679393216,17700,27377.821480035,17100000
"266","Hawaii",1985,1018000,207.367387033399,5384.47937131631,227.21021611002,5157.26915520629,10700,68098.7577107283,23900000
"267","Idaho",1985,996000,134.939759036145,3943.3734939759,236.947791164659,3706.42570281125,16000,4014.1194095111,18400000
"268","Illinois",1985,11740000,158.722316865417,5218.50936967632,702.282793867121,4516.2265758092,15600,16622.7587971099,27200000
"269","Indiana",1985,5302000,189.664277631083,4059.486986043,320.897774424745,3738.58921161826,12000,8831.7747699062,13800000
"270","Iowa",1985,2815000,95.4529307282416,4039.53818827709,216.909413854352,3822.62877442274,17900,3302.23451712667,17800000
"271","Kansas",1985,2395000,197.578288100209,4475.57411273486,363.9248434238,4111.64926931106,13800,5446.48278655356,18200000
"272","Kentucky",1985,3650000,136.465753424658,3008.54794520548,311.890410958904,2696.65753424658,19400,8991.2929794354,14100000
"273","Louisiana",1985,4322000,321.378991207774,5768.23229986118,719.759370661731,5048.47292919944,18100,32132.6887238206,25200000
"274","Maine",1985,1129000,116.651904340124,3785.56244464128,172.719220549159,3612.84322409212,11900,806.171959800826,14400000
"275","Maryland",1985,4209000,308.980755523877,5606.3910667617,870.871941078641,4735.51912568306,8700,23270.4752459786,26200000
"276","Massachusetts",1985,5899000,91.3714188845567,4695.69418545516,531.174775385659,4164.5194100695,9200,4687.42583165454,2.3e+07
"277","Michigan",1985,9051000,196.166169484035,6392.28814495636,737.089824328804,5655.19832062756,14500,14613.0796265895,25400000
"278","Minnesota",1985,4146000,56.5123010130246,4181.09020742885,259.310178485287,3921.78002894356,12600,4922.32517544852,20700000
"279","Mississippi",1985,2564000,249.297971918877,3328.12012480499,276.092043681747,3052.02808112325,25100,38121.9985218741,13500000
"280","Missouri",1985,5011000,195.489922171223,4381.72021552584,505.308321692277,3876.41189383357,13700,11126.163439092,20300000
"281","Montana",1985,835000,135.209580838323,4500.23952095808,206.22754491018,4294.0119760479,16000,7673.01120767085,17900000
"282","National",1985,235994000,212.932108443435,5267.23433646618,562.62743968067,4704.60689678551,13957.1345034196,284.925330145566,34425000
"283","Nebraska",1985,1589000,114.159848961611,3734.10950283197,240.465701699182,3493.64380113279,14800,4184.8650257867,17100000
"284","Nevada",1985,968000,389.566115702479,6357.23140495868,645.04132231405,5712.19008264463,14400,14022.5715702953,33900000
"285","New Hampshire",1985,988000,69.1295546558704,3284.81781376518,142.206477732794,3142.61133603239,6000,1088.17978446138,17700000
"286","New Jersey",1985,7608000,148.987907465825,5063.60410094637,541.167192429022,4522.43690851735,8300,15016.4304029972,28900000
"287","New Mexico",1985,1447000,159.84796129924,6499.65445749827,705.390463026952,5794.26399447132,18500,14695.6059025693,24400000
"288","New York",1985,17670000,195.285795132994,5624.28409734012,935.851726089417,4688.43237125071,15800,17761.3446199244,36400000
"289","North Carolina",1985,6073000,285.591964432735,4244.88720566442,433.508974147868,3811.37823151655,14200,22085.7507654765,17200000
"290","North Dakota",1985,681000,61.9676945668135,2695.15418502203,47.2834067547724,2647.87077826725,15900,4495.35959060202,13700000
"291","Ohio",1985,10630000,196.274694261524,4232.19190968956,385.700846660395,3846.49106302916,12800,11060.6454679933,20500000
"292","Oklahoma",1985,3280000,253.963414634146,5459.75609756098,424.69512195122,5035.06097560976,16000,12500.3792123412,17300000
"293","Oregon",1985,2671000,163.833770123549,6770.1235492325,554.361662298764,6215.76188693373,11900,6192.75630869135,2.3e+07
"294","Pennsylvania",1985,11550000,123.177489177489,3117.12554112554,339.74025974026,2777.38528138528,10500,10609.1972000951,18700000
"295","Rhode Island",1985,933000,139.978563772776,4900.64308681672,359.592711682744,4541.05037513398,9000,5360.67564456241,23700000
"296","South Carolina",1985,3219000,326.498912705809,5033.02267785026,656.135445790618,4376.88723205965,15200,29585.2262311213,14700000
"297","South Dakota",1985,689000,152.249637155298,2713.64296081277,140.348330914369,2573.2946298984,17300,7896.87718380973,14900000
"298","Tennessee",1985,4619000,154.297466984196,4295.71335786967,489.11019701234,3806.60316085733,18100,16528.744563761,16100000
"299","Texas",1985,16230000,231.250770178681,6625.35428219347,554.713493530499,6070.64078866297,15900,13522.4477492152,19900000
"300","Utah",1985,1652000,98.8498789346247,5294.79418886199,266.222760290557,5028.57142857143,10900,3164.09357599262,20500000
"301","Vermont",1985,524000,129.198473282443,3969.65648854962,150.763358778626,3818.89312977099,9200,646.011663744031,16400000
"302","Virginia",1985,5567000,216.867253457877,3873.43272857913,302.01185557751,3571.42087300162,10000,21867.2398171039,19500000
"303","Washington",1985,4371000,158.293296728437,6585.58682223747,429.123770304278,6156.4630519332,12000,8274.18816177967,21400000
"304","West Virginia",1985,1894000,91.0770855332629,2302.79831045407,169.693769799366,2133.1045406547,22300,2825.22363336596,11600000
"305","Wisconsin",1985,4693000,115.597698700192,4086.89537609205,210.526315789474,3876.36906030258,11600,8179.13130627866,26500000
"306","Wyoming",1985,506000,150.592885375494,4038.93280632411,258.300395256917,3780.63241106719,12000,2236.37176685395,32800000
"307","Alabama",1986,4025000,290.931677018634,4318.18633540373,561.888198757764,3756.29813664596,23800,23966.4829842617,16500000
"308","Alaska",1986,517000,475.822050290135,6451.25725338491,589.168278529981,5862.08897485493,11400,25100.3622437362,52100000
"309","Arizona",1986,3386000,278.617838157118,7172.17956290608,644.861193148257,6527.31836975783,14300,7209.80684235814,30700000
"310","Arkansas",1986,2342000,200.725875320239,3974.97865072588,399.871904355252,3575.10674637062,21300,20476.5052092379,13500000
"311","California",1986,27080000,219.660265878877,6738.06868537666,917.171344165436,5820.89734121123,12700,15625.639853818,34600000
"312","Colorado",1986,3157000,120.494140006335,7276.87678175483,541.811846689895,6735.06493506494,13500,8080.9970037832,29100000
"313","Connecticut",1986,3125000,220.96,4927.648,434.496,4493.152,6000,7503.50542987891,25800000
"314","Delaware",1986,639000,443.348982785602,4786.22848200313,423.004694835681,4363.22378716745,12400,18653.5444016922,26500000
"315","Florida",1986,11780000,273.658743633277,8155.04244482173,1027.27504244482,7127.76740237691,11400,17555.709561557,29600000
"316","Georgia",1986,6023000,280.956334052798,5528.78963971443,595.533787149261,4933.25585256517,14600,33053.265393279,18600000
"317","Hawaii",1986,1024000,212.890625,5881.8359375,254.296875,5627.5390625,10700,67302.6727788733,25600000
"318","Idaho",1986,973000,148.818088386434,4336.69064748201,229.393627954779,4107.29701952724,18500,1629.25165429628,18300000
"319","Illinois",1986,11450000,169.921397379913,5604.93449781659,816.192139737991,4788.7423580786,13300,17802.0617569406,28100000
"320","Indiana",1986,5312000,191.547439759036,3994.16415662651,318.844126506024,3675.32003012048,12700,9128.53746877943,14600000
"321","Iowa",1986,2907000,95.5280357757138,4070.72583419333,230.581355349157,3840.14447884417,12900,2167.01736535097,18200000
"322","Kansas",1986,2433000,219.687628442252,4878.05178791615,373.037402383888,4505.01438553226,11100,8723.91198783831,19600000
"323","Kentucky",1986,3560000,148.539325842697,3238.11797752809,350.196629213483,2887.92134831461,17700,8114.57842769673,14900000
"324","Louisiana",1986,4338000,329.64499769479,6306.40848317197,786.721991701245,5519.68649147072,22000,30612.1375806457,25700000
"325","Maine",1986,1127000,116.770186335404,3605.5900621118,153.149955634428,3452.44010647737,10200,622.014719009352,15300000
"326","Maryland",1986,4504000,295.870337477798,5550.79928952043,825.421847246892,4725.37744227353,9200,22625.1539921037,27600000
"327","Massachusetts",1986,5846000,96.4078002052686,4712.0253164557,555.525145398563,4156.50017105713,9200,5766.30161766465,25200000
"328","Michigan",1986,9112000,227.633889376646,6514.96927129061,806.815188762072,5708.15408252853,13900,15175.8562194982,27400000
"329","Minnesota",1986,4131000,59.598160251755,4449.84265311063,290.268700072622,4159.57395303801,12500,3695.09186571929,21600000
"330","Mississippi",1986,2610000,258.505747126437,3364.29118773946,275.708812260536,3088.58237547893,26600,38945.7285519644,14200000
"331","Missouri",1986,4998000,206.262505002001,4717.34693877551,586.434573829532,4130.91236494598,14400,11266.6930893268,21300000
"332","Montana",1986,823000,134.993924665857,4457.10814094775,156.622114216282,4300.48602673147,16500,6176.5867652982,1.9e+07
"333","National",1986,237953000,229.025059570587,5552.3019251701,625.824847764054,4926.47707740604,13571.587666472,284.809505793607,54750000
"334","Nebraska",1986,1617000,126.406926406926,3810.38961038961,259.492888064317,3550.89672232529,13600,4034.73213757316,17700000
"335","Nevada",1986,1010000,450.594059405941,5997.0297029703,685.445544554455,5311.58415841584,8100,12005.9085706881,35100000
"336","New Hampshire",1986,1002000,78.0439121756487,3413.17365269461,143.013972055888,3270.15968063872,3700,791.267247598803,18100000
"337","New Jersey",1986,7624000,157.660020986359,5238.54931794334,572.179958027282,4666.36935991605,8900,15179.502435893,3.1e+07
"338","New Mexico",1986,1434000,168.479776847978,6833.82147838215,748.326359832636,6085.49511854951,21300,11875.2386906845,24700000
"339","New York",1986,17590000,218.584422967595,5827.38487777146,996.077316657192,4831.30756111427,13200,17947.5839520923,38700000
"340","North Carolina",1986,6178000,286.468112657818,4439.12269342829,487.665911298155,3951.45678213014,14300,21873.8841220812,17700000
"341","North Dakota",1986,651000,64.6697388632873,2717.51152073733,53.4562211981567,2664.05529953917,13500,3668.37472052871,14300000
"342","Ohio",1986,10700000,209.934579439252,4379.8785046729,422.990654205607,3956.88785046729,12800,10801.2539237915,21400000
"343","Oklahoma",1986,3184000,304.899497487437,6242.61934673367,452.983668341709,5789.63567839196,14700,16886.1437138054,18100000
"344","Oregon",1986,2702000,176.535899333827,7070.20725388601,548.852701702443,6521.35455218357,12300,6546.08632500162,23800000
"345","Pennsylvania",1986,11780000,129.040747028862,3130.54329371817,361.876061120543,2768.66723259762,10100,9597.26192103026,19200000
"346","Rhode Island",1986,953000,142.497376705142,5015.63483735572,343.231899265477,4672.40293809024,9100,3805.3953839043,24300000
